Município,2013,2014,2015,2016,2017,2018,2019,2020,2021
351518 ESPIRITO SANTO DO PINHAL,3,1,4,-,1,1,1,1,2
351520 ESTRELA D'OESTE,-,-,-,1,-,-,-,-,-
351540 FARTURA,1,-,1,1,-,-,-,-,-
351550 FERNANDOPOLIS,4,3,-,-,2,1,2,-,7
351560 FERNANDO PRESTES,-,-,-,1,-,-,-,-,-
351570 FERRAZ DE VASCONCELOS,29,5,23,26,27,20,30,27,33
351590 FLOREAL,-,-,-,1,1,-,-,-,-
351600 FLORIDA PAULISTA,1,-,1,3,2,2,-,-,-
351610 FLORINIA,-,-,-,-,-,-,-,1,-
351620 FRANCA,67,58,68,63,61,67,55,66,38
351630 FRANCISCO MORATO,38,38,35,24,46,39,48,39,37
351640 FRANCO DA ROCHA,18,16,19,16,7,23,8,15,7
351650 GABRIEL MONTEIRO,-,-,1,-,-,-,-,-,-
351660 GALIA,-,-,-,-,-,1,-,-,-
351670 GARCA,1,4,1,1,2,2,2,3,2
351700 GETULINA,-,-,-,-,-,-,-,-,1
351740 GUAIRA,2,1,-,-,1,-,1,-,-
351750 GUAPIACU,-,-,-,-,1,-,-,-,1
351760 GUAPIARA,1,1,1,-,-,1,2,-,2
351770 GUARA,1,2,1,1,-,-,-,1,-
351780 GUARACAI,-,-,-,-,-,-,1,-,-
351790 GUARACI,-,1,1,-,-,-,-,-,-
351810 GUARANTA,-,1,-,-,-,-,-,-,-
351820 GUARARAPES,1,-,2,1,1,-,1,-,1
351830 GUARAREMA,-,-,2,-,1,1,-,-,1
351840 GUARATINGUETA,25,15,8,12,18,12,19,17,16
351860 GUARIBA,1,5,1,1,1,-,-,-,1
351870 GUARUJA,83,73,65,50,63,62,59,47,41
351880 GUARULHOS,236,249,220,218,228,261,240,190,225
351885 GUATAPARA,1,-,-,-,-,-,-,-,-
351890 GUZOLANDIA,-,-,-,1,-,-,-,-,-
351900 HERCULANDIA,-,-,-,-,-,1,-,-,-
351905 HOLAMBRA,-,-,-,1,-,-,-,-,-
351907 HORTOLANDIA,8,5,9,2,7,3,5,5,8
351910 IACANGA,-,1,-,-,1,-,-,-,-
351920 IACRI,-,-,-,-,1,-,-,-,-
351930 IBATE,1,-,-,1,1,-,1,2,-
351960 IBITINGA,3,2,3,-,1,2,1,2,2
351970 IBIUNA,10,6,3,8,6,4,-,3,5
351990 IEPE,-,1,-,-,-,-,-,-,1
352000 IGARACU DO TIETE,1,3,1,-,-,-,-,-,-
352010 IGARAPAVA,-,-,2,-,-,-,4,1,1
352020 IGARATA,-,-,1,-,-,1,-,1,-
352030 IGUAPE,-,1,-,-,3,-,1,-,1
352040 ILHABELA,1,2,1,4,2,-,3,1,1
352042 ILHA COMPRIDA,-,-,1,-,-,-,1,-,-
352044 ILHA SOLTEIRA,3,3,-,1,1,-,-,1,1
352050 INDAIATUBA,28,25,37,29,27,34,28,19,18
352060 INDIANA,-,1,-,-,-,-,-,-,-
352090 IPAUSSU,2,-,-,-,3,-,3,2,1
352100 IPERO,-,-,-,1,-,-,-,-,-
352130 IPUA,1,-,-,-,-,1,1,-,1
352170 ITABERA,-,-,-,-,-,-,-,1,1
352180 ITAI,1,1,1,1,-,3,1,2,-
352190 ITAJOBI,-,1,-,-,-,-,-,1,-
352210 ITANHAEM,15,28,12,23,22,35,40,23,24
352215 ITAOCA,-,-,-,-,1,-,-,-,-
352220 ITAPECERICA DA SERRA,48,49,45,49,24,49,39,51,36
352230 ITAPETININGA,23,7,9,15,21,15,10,10,8
352240 ITAPEVA,59,54,59,65,42,42,51,19,32
352250 ITAPEVI,47,44,42,58,56,60,71,40,43
352260 ITAPIRA,1,1,1,2,6,3,3,-,-
352270 ITAPOLIS,1,-,2,1,2,-,-,-,-
352280 ITAPORANGA,1,1,-,-,2,-,1,1,-
352290 ITAPUI,-,-,-,1,1,-,-,1,1
352310 ITAQUAQUECETUBA,56,62,50,57,48,43,45,53,43
352320 ITARARE,5,3,1,4,1,3,2,1,1
352330 ITARIRI,1,-,-,-,-,-,-,-,-
352340 ITATIBA,19,14,13,20,9,17,20,14,14
352350 ITATINGA,-,-,-,1,1,-,-,-,-
352360 ITIRAPINA,-,-,-,1,1,-,1,-,-
352380 ITOBI,-,-,-,-,-,1,-,-,-
352390 ITU,38,41,39,24,37,28,42,34,30
352400 ITUPEVA,3,2,2,3,3,1,2,2,-
352410 ITUVERAVA,4,5,6,-,2,-,-,1,2
352430 JABOTICABAL,3,1,2,3,4,2,2,2,3
352440 JACAREI,37,28,31,34,39,29,27,18,29
352450 JACI,-,-,-,1,-,-,1,-,-
352460 JACUPIRANGA,-,-,1,2,-,-,2,-,-
352470 JAGUARIUNA,4,1,1,1,2,2,1,1,1
352480 JALES,9,12,10,7,5,11,7,5,4
352500 JANDIRA,-,2,3,3,3,-,-,1,-
352510 JARDINOPOLIS,-,-,1,-,-,2,-,-,1
352520 JARINU,-,-,1,1,-,-,-,-,1
352530 JAU,30,32,37,39,44,47,32,21,39
352550 JOANOPOLIS,-,-,1,-,-,-,-,-,-
352560 JOAO RAMALHO,-,-,-,-,1,-,-,-,-
352570 JOSE BONIFACIO,-,-,-,1,-,-,-,-,-
352590 JUNDIAI,130,178,120,105,133,109,121,97,95
352600 JUNQUEIROPOLIS,3,-,-,1,1,-,6,1,-
352610 JUQUIA,-,-,-,-,-,1,-,-,-
352620 JUQUITIBA,-,1,2,2,1,-,2,-,-
352630 LAGOINHA,1,-,-,-,-,-,-,-,-
352640 LARANJAL PAULISTA,1,2,2,-,-,3,-,-,2
352670 LEME,4,5,2,2,5,2,4,5,2
352680 LENCOIS PAULISTA,2,1,1,1,1,2,-,1,-
352690 LIMEIRA,35,48,48,36,38,39,45,50,46
352710 LINS,19,13,17,16,15,18,13,19,15
352720 LORENA,23,18,16,14,25,13,22,16,18
352730 LOUVEIRA,1,2,1,1,4,1,-,-,-
352740 LUCELIA,-,1,-,-,-,-,1,-,1
352760 LUIS ANTONIO,-,-,-,-,1,-,-,-,-
352770 LUIZIANIA,-,-,-,-,-,-,-,-,1
352800 MACATUBA,-,1,-,-,1,-,-,-,-
352810 MACAUBAL,-,-,-,-,-,-,-,-,1
352820 MACEDONIA,-,-,-,-,-,-,1,-,-
352840 MAIRINQUE,1,1,-,-,1,1,1,-,1
352850 MAIRIPORA,3,3,5,5,3,5,1,3,1
352860 MANDURI,-,1,1,1,1,-,-,-,-
352880 MARACAI,-,-,1,2,-,1,1,-,-
352900 MARILIA,67,68,58,65,68,49,59,66,54
352920 MARTINOPOLIS,1,1,-,-,-,-,-,1,-
352930 MATAO,24,22,30,34,18,19,23,19,18
352940 MAUA,63,58,42,42,45,48,29,34,38
352965 MESOPOLIS,1,-,-,-,-,-,-,-,-
352970 MIGUELOPOLIS,1,-,-,-,-,2,1,-,-
352980 MINEIROS DO TIETE,-,-,-,1,-,-,-,-,-
352990 MIRACATU,-,-,-,-,2,1,1,-,1
353010 MIRANDOPOLIS,-,1,-,2,1,-,2,1,2
353020 MIRANTE DO PARANAPANEMA,-,-,-,-,1,-,2,-,1
353030 MIRASSOL,-,-,-,-,-,1,-,-,2
353050 MOCOCA,5,5,1,1,6,4,6,2,3
353060 MOGI DAS CRUZES,106,121,104,88,76,86,77,62,54
353070 MOGI GUACU,31,34,22,30,27,21,32,23,21
353080 MOGI MIRIM,14,18,6,8,12,11,15,12,11
353110 MONGAGUA,-,1,3,-,1,3,2,2,4
353130 MONTE ALTO,-,1,1,1,3,1,2,-,1
353140 MONTE APRAZIVEL,-,-,-,-,1,-,1,1,-
353150 MONTE AZUL PAULISTA,-,1,-,2,1,2,1,2,1
353180 MONTE MOR,2,1,2,3,3,1,3,-,1
353190 MORRO AGUDO,3,2,-,1,1,3,-,1,1
353200 MORUNGABA,-,-,-,-,1,-,-,-,-
353230 NATIVIDADE DA SERRA,-,1,-,-,-,-,-,-,-
353240 NAZARE PAULISTA,1,1,-,-,1,1,-,-,-
353260 NHANDEARA,-,-,2,1,-,-,1,-,-
353270 NIPOA,-,-,-,-,-,1,-,-,-
353282 NOVA CAMPINA,-,-,-,1,-,-,-,-,-
353290 NOVA EUROPA,1,-,-,-,-,-,-,1,-
353300 NOVA GRANADA,1,-,2,-,-,-,-,-,-
353310 NOVA GUATAPORANGA,-,-,-,-,-,-,-,1,-
353340 NOVA ODESSA,-,2,1,1,-,2,2,1,-
353350 NOVO HORIZONTE,-,1,2,1,-,1,2,1,-
353360 NUPORANGA,-,-,-,-,1,-,-,-,-
353390 OLIMPIA,7,5,2,7,3,3,2,2,1
353430 ORLANDIA,5,8,2,2,3,1,2,2,6
353440 OSASCO,115,121,99,122,120,103,100,89,95
353460 OSVALDO CRUZ,2,3,1,1,2,2,1,2,-
353470 OURINHOS,10,12,8,14,16,16,13,9,11
353480 OURO VERDE,-,-,-,-,1,-,-,-,-
353490 PACAEMBU,1,-,1,-,1,-,-,-,-
353520 PALMEIRA D'OESTE,-,1,-,-,-,1,-,-,-
353530 PALMITAL,1,-,-,-,1,2,-,-,-
353540 PANORAMA,-,2,3,-,-,1,1,-,-
353550 PARAGUACU PAULISTA,1,1,-,3,-,-,1,2,1
353560 PARAIBUNA,-,-,-,-,1,-,-,-,1
353570 PARAISO,-,-,-,-,-,1,-,-,-
353580 PARANAPANEMA,-,2,-,1,1,-,-,-,-
353600 PARAPUA,-,-,-,-,-,-,1,-,1
353610 PARDINHO,-,-,-,-,-,-,1,-,-
353620 PARIQUERA-ACU,47,52,34,38,31,20,31,28,27
353630 PATROCINIO PAULISTA,4,3,-,1,-,-,-,-,1
353640 PAULICEIA,-,-,-,-,-,-,-,2,2
353650 PAULINIA,1,1,-,2,-,4,7,1,3
353670 PEDERNEIRAS,1,1,3,2,1,2,-,-,1
353680 PEDRA BELA,-,1,-,-,-,-,-,-,-
353700 PEDREGULHO,1,1,-,3,-,-,-,-,1
353710 PEDREIRA,-,-,-,-,2,-,-,-,-
353720 PEDRO DE TOLEDO,-,-,-,-,-,-,-,-,1
353730 PENAPOLIS,5,5,3,2,2,1,1,1,2
353740 PEREIRA BARRETO,2,3,3,1,-,1,2,-,2
353750 PEREIRAS,-,-,-,-,-,-,1,-,-
353760 PERUIBE,4,6,6,1,4,1,1,3,2
353770 PIACATU,1,-,-,1,-,-,-,-,1
353780 PIEDADE,1,3,3,1,3,3,-,-,2
353790 PILAR DO SUL,1,1,1,-,1,-,1,-,1
353800 PINDAMONHANGABA,29,25,21,27,31,33,25,31,26
353820 PINHALZINHO,-,-,-,-,1,-,-,2,1
353860 PIRACAIA,-,-,-,2,-,1,-,-,-
353870 PIRACICABA,77,81,94,63,69,64,62,66,70
353880 PIRAJU,4,2,1,1,1,-,4,-,-
353890 PIRAJUI,2,-,-,2,1,1,1,1,-
353910 PIRAPORA DO BOM JESUS,-,-,-,1,2,-,-,-,-
353920 PIRAPOZINHO,-,-,-,1,1,1,-,-,-
353930 PIRASSUNUNGA,2,4,1,4,8,4,1,1,1
353950 PITANGUEIRAS,1,1,-,2,-,1,1,-,-
353980 POA,4,4,2,4,-,1,1,2,1
354000 POMPEIA,1,1,1,2,-,1,-,-,-
354020 PONTAL,4,1,2,2,2,1,-,-,-
354050 PORANGABA,-,1,-,-,-,-,-,-,1
354060 PORTO FELIZ,6,4,2,1,2,2,3,1,-
354070 PORTO FERREIRA,8,5,-,-,2,-,2,1,2
354075 POTIM,-,-,-,-,-,-,1,-,1
354080 POTIRENDABA,1,-,-,-,-,1,-,1,-
354090 PRADOPOLIS,-,-,-,-,1,-,-,-,-
354100 PRAIA GRANDE,45,49,67,51,57,55,48,35,33
354120 PRESIDENTE BERNARDES,-,-,-,1,-,-,-,-,-
354130 PRESIDENTE EPITACIO,5,2,2,-,1,3,1,3,1
354140 PRESIDENTE PRUDENTE,84,107,83,105,94,102,75,70,80
354150 PRESIDENTE VENCESLAU,2,1,2,-,3,2,-,2,3
354160 PROMISSAO,-,1,-,1,-,-,-,-,-
354165 QUADRA,-,-,-,-,1,-,-,-,-
354190 QUELUZ,-,-,1,-,-,-,1,-,-
354220 RANCHARIA,2,1,3,4,3,-,3,2,-
354230 REDENCAO DA SERRA,-,-,1,-,1,-,-,-,-
354250 REGINOPOLIS,-,1,-,-,-,-,-,-,-
354260 REGISTRO,10,5,4,1,3,7,7,15,6
354280 RIBEIRA,-,1,-,-,-,-,-,-,-
354290 RIBEIRAO BONITO,-,-,-,-,-,-,-,1,-
354300 RIBEIRAO BRANCO,2,1,-,1,3,2,1,1,1
354310 RIBEIRAO CORRENTE,-,-,-,1,-,-,-,-,-
354320 RIBEIRAO DO SUL,-,-,-,-,-,1,-,-,-
354330 RIBEIRAO PIRES,5,4,7,6,8,7,7,4,4
354340 RIBEIRAO PRETO,214,233,210,210,189,201,231,198,182
354350 RIVERSUL,1,-,-,2,-,-,-,-,-
354370 RINCAO,-,-,-,-,-,-,-,1,-
354380 RINOPOLIS,-,-,-,1,-,-,-,2,-
354390 RIO CLARO,31,32,22,34,28,25,29,30,21
354400 RIO DAS PEDRAS,-,-,-,1,-,-,1,-,-
354410 RIO GRANDE DA SERRA,-,-,-,-,-,-,1,-,-
354425 ROSANA,3,-,3,4,2,-,-,-,1
354430 ROSEIRA,-,-,-,-,-,-,-,1,1
354470 SAGRES,-,-,-,-,1,-,-,-,-
354500 SALESOPOLIS,-,1,-,-,-,1,-,-,-
354510 SALMOURAO,-,-,-,-,-,-,1,-,-
354520 SALTO,6,1,7,5,4,6,5,6,6
354530 SALTO DE PIRAPORA,2,3,1,1,-,2,2,-,-
354540 SALTO GRANDE,-,-,-,1,-,-,-,-,-
354560 SANTA ADELIA,-,-,-,-,1,-,-,-,-
354580 SANTA BARBARA D'OESTE,4,6,1,6,13,4,9,6,-
354600 SANTA BRANCA,-,1,-,-,-,-,-,-,-
354630 SANTA CRUZ DAS PALMEIRAS,3,1,3,-,3,1,3,-,2
354640 SANTA CRUZ DO RIO PARDO,13,9,12,8,8,10,8,12,6
354660 SANTA FE DO SUL,-,1,2,-,2,2,3,2,6
354670 SANTA GERTRUDES,-,-,1,-,-,-,-,-,1
354680 SANTA ISABEL,4,10,5,4,5,3,1,-,2
354690 SANTA LUCIA,-,1,-,-,-,-,-,-,-
354730 SANTANA DE PARNAIBA,1,4,1,3,4,7,4,5,3
354750 SANTA RITA DO PASSA QUATRO,2,1,-,-,2,1,1,2,1
354760 SANTA ROSA DE VITERBO,-,-,1,-,-,-,1,-,-
354770 SANTO ANASTACIO,1,-,-,-,2,1,-,-,-
354780 SANTO ANDRE,107,118,101,77,64,73,70,78,53
354800 SANTO ANTONIO DE POSSE,-,-,-,-,-,-,-,1,1
354810 SANTO ANTONIO DO JARDIM,-,-,1,-,-,-,-,-,-
354820 SANTO ANTONIO DO PINHAL,-,-,-,1,-,-,-,-,-
354850 SANTOS,173,153,152,141,139,126,121,76,103
354860 SAO BENTO DO SAPUCAI,-,-,1,-,-,1,-,-,-
354870 SAO BERNARDO DO CAMPO,133,108,119,100,112,119,119,123,119
354880 SAO CAETANO DO SUL,18,17,19,18,13,12,19,11,14
354890 SAO CARLOS,29,46,36,32,28,39,28,21,27
354910 SAO JOAO DA BOA VISTA,4,12,10,8,7,4,7,5,5
354930 SAO JOAO DO PAU D'ALHO,-,-,-,-,-,-,1,-,-
354940 SAO JOAQUIM DA BARRA,3,2,1,3,2,3,1,1,-
354950 SAO JOSE DA BELA VISTA,-,1,-,-,-,-,-,-,-
354970 SAO JOSE DO RIO PARDO,7,6,4,6,1,2,3,3,2
354980 SAO JOSE DO RIO PRETO,116,138,123,115,136,150,135,126,138
354990 SAO JOSE DOS CAMPOS,85,126,151,103,119,121,125,101,99
354995 SAO LOURENCO DA SERRA,-,-,1,2,-,-,-,-,-
355000 SAO LUIS DO PARAITINGA,-,-,-,-,-,-,-,-,1
355010 SAO MANUEL,1,-,2,2,1,-,1,-,-
355020 SAO MIGUEL ARCANJO,-,1,2,-,2,2,-,1,2
355030 SAO PAULO,2379,2413,2359,2359,2274,2184,2154,1750,1735
355040 SAO PEDRO,1,2,1,-,-,1,-,-,-
355050 SAO PEDRO DO TURVO,-,-,-,-,-,-,-,-,1
355060 SAO ROQUE,13,12,13,17,11,11,5,8,8
355070 SAO SEBASTIAO,8,8,3,5,1,3,6,3,5
355080 SAO SEBASTIAO DA GRAMA,2,-,1,-,-,-,-,-,-
355090 SAO SIMAO,-,-,1,-,-,-,-,1,-
355100 SAO VICENTE,31,29,31,31,40,23,29,26,25
355120 SARUTAIA,-,-,-,-,1,-,-,-,-
355140 SERRA AZUL,1,-,-,-,-,-,-,-,-
355150 SERRANA,-,1,-,1,1,-,1,-,2
355160 SERRA NEGRA,2,1,1,2,-,-,-,2,-
355170 SERTAOZINHO,32,29,39,30,36,33,37,25,12
355180 SETE BARRAS,-,-,-,-,-,1,-,-,-
355190 SEVERINIA,-,-,-,-,-,1,-,1,-
355210 SOCORRO,3,3,2,-,-,1,2,-,-
355220 SOROCABA,205,232,219,201,202,243,242,198,204
355230 SUD MENNUCCI,-,-,3,-,-,-,-,1,-
355240 SUMARE,47,34,35,38,48,40,52,36,33
355250 SUZANO,29,36,23,41,38,41,35,36,25
355270 TABATINGA,-,-,1,1,1,-,-,-,-
355280 TABOAO DA SERRA,66,66,57,56,91,76,64,54,53
355300 TAGUAI,2,-,1,-,1,-,2,-,1
355320 TAIUVA,1,-,-,-,1,-,-,-,-
355330 TAMBAU,3,1,-,1,-,1,1,-,2
355340 TANABI,-,-,-,-,-,-,-,-,1
355360 TAPIRATIBA,-,1,1,-,-,-,-,-,-
355370 TAQUARITINGA,3,3,4,2,1,3,6,8,12
355380 TAQUARITUBA,-,-,2,-,2,1,2,2,1
355385 TAQUARIVAI,-,-,-,-,-,-,-,-,1
355395 TARUMA,2,1,-,1,-,-,1,-,-
355400 TATUI,16,4,15,4,12,10,10,11,8
355410 TAUBATE,98,75,57,69,76,59,53,48,40
355430 TEODORO SAMPAIO,2,2,1,1,1,-,1,-,1
355440 TERRA ROXA,-,-,1,-,1,-,-,-,-
355450 TIETE,1,2,-,1,-,5,1,-,2
355470 TORRINHA,1,1,-,-,-,-,-,-,-
355480 TREMEMBE,1,1,-,-,1,2,-,1,-
355500 TUPA,3,1,10,5,5,2,4,2,2
355510 TUPI PAULISTA,1,1,1,1,-,-,1,-,-
355535 UBARANA,-,-,-,-,-,1,-,-,-
355540 UBATUBA,2,9,4,7,7,4,3,2,1
355560 UCHOA,-,-,-,-,-,-,-,1,-
355610 VALENTIM GENTIL,-,-,-,-,1,-,-,-,-
355620 VALINHOS,6,10,11,11,9,6,7,4,4
355630 VALPARAISO,-,-,1,1,1,-,-,-,-
355640 VARGEM GRANDE DO SUL,2,3,-,1,1,1,-,2,2
355645 VARGEM GRANDE PAULISTA,-,-,-,-,1,-,1,1,1
355650 VARZEA PAULISTA,3,1,2,-,3,2,3,-,-
355670 VINHEDO,-,1,-,1,-,2,1,3,3
355680 VIRADOURO,-,-,1,-,-,-,-,-,-
355700 VOTORANTIM,4,3,2,2,3,4,2,3,4
355710 VOTUPORANGA,11,11,15,14,14,10,15,9,14
355720 CHAVANTES,-,2,-,-,-,-,-,1,-
355730 ESTIVA GERBI,-,-,-,-,-,-,1,-,-
410020 ADRIANOPOLIS,-,-,1,-,-,-,-,-,-
410040 ALMIRANTE TAMANDARE,-,2,4,2,2,3,1,-,2
410045 ALTAMIRA DO PARANA,1,-,-,-,-,-,-,-,-
410050 ALTONIA,-,1,-,1,-,1,-,1,-
410060 ALTO PARANA,-,1,-,-,-,-,-,1,-
410070 ALTO PIQUIRI,-,1,-,-,-,-,-,-,-
410080 ALVORADA DO SUL,-,1,-,-,-,-,1,-,-
410100 AMPERE,-,-,1,1,-,-,-,-,-
410110 ANDIRA,-,-,-,-,1,1,-,1,1
410120 ANTONINA,1,1,1,1,-,1,-,-,-
410130 ANTONIO OLINTO,-,-,-,2,-,-,-,1,-
410140 APUCARANA,30,25,31,23,30,25,42,25,29
410150 ARAPONGAS,10,7,9,7,4,2,1,3,4
410160 ARAPOTI,-,-,3,1,1,1,3,1,1
410170 ARARUNA,1,-,-,-,-,3,1,-,-
410180 ARAUCARIA,12,16,12,14,17,20,19,12,14
410185 ARIRANHA DO IVAI,-,-,-,-,-,1,-,-,-
410190 ASSAI,-,2,-,-,-,-,-,-,-
410200 ASSIS CHATEAUBRIAND,1,2,2,1,-,1,1,-,1
410210 ASTORGA,3,1,2,-,-,-,-,5,1
410230 BALSA NOVA,-,-,2,-,-,-,-,-,-
410240 BANDEIRANTES,1,-,2,-,1,3,2,-,-
410250 BARBOSA FERRAZ,-,-,1,1,2,-,-,-,-
410280 BELA VISTA DO PARAISO,-,-,1,-,2,-,-,-,-
410290 BITURUNA,-,1,-,1,-,1,-,-,1
410304 BOA VENTURA DE SAO ROQUE,1,-,-,-,-,-,-,-,-
410305 BOA VISTA DA APARECIDA,1,-,-,-,-,-,-,-,-
410310 BOCAIUVA DO SUL,-,-,1,-,1,-,-,-,1
410320 BOM SUCESSO,-,-,1,1,-,-,-,-,-
410335 BRAGANEY,1,-,2,1,-,-,-,-,-
410345 CAFELANDIA,-,1,-,-,-,-,-,-,-
410347 CAFEZAL DO SUL,-,-,1,-,-,-,-,-,-
410360 CAMBARA,1,-,1,1,-,-,1,-,-
410370 CAMBE,1,2,1,2,1,-,1,1,1
410390 CAMPINA DA LAGOA,1,-,2,-,-,-,-,-,-
410400 CAMPINA GRANDE DO SUL,63,53,62,58,73,64,58,46,47
410405 CAMPO BONITO,1,-,-,-,-,-,-,-,-
410410 CAMPO DO TENENTE,-,-,1,-,-,1,-,-,-
410420 CAMPO LARGO,100,115,122,108,88,102,91,85,74
410425 CAMPO MAGRO,-,2,-,1,-,-,-,-,-
410430 CAMPO MOURAO,30,31,38,30,33,29,41,30,34
410440 CANDIDO DE ABREU,1,-,1,1,-,-,-,-,1
410442 CANDOI,2,3,3,1,1,-,-,-,-
410445 CANTAGALO,2,-,-,-,-,-,-,-,-
410450 CAPANEMA,-,2,-,1,-,-,1,-,-
410460 CAPITAO LEONIDAS MARQUES,-,-,1,-,-,-,1,-,-
410465 CARAMBEI,1,1,1,1,2,1,-,-,-
410470 CARLOPOLIS,2,3,-,1,-,-,1,1,-
410480 CASCAVEL,76,85,78,80,72,82,85,62,62
410490 CASTRO,10,12,6,5,4,5,5,1,3
410500 CATANDUVAS,-,1,-,1,-,-,-,-,1
410510 CENTENARIO DO SUL,-,-,-,-,1,-,1,-,-
410520 CERRO AZUL,-,4,1,-,-,1,-,-,-
410540 CHOPINZINHO,1,1,-,-,-,-,-,-,2
410550 CIANORTE,9,7,6,4,3,9,1,4,4
410560 CIDADE GAUCHA,2,1,1,-,-,1,-,-,-
410570 CLEVELANDIA,3,4,-,-,-,1,2,3,1
410580 COLOMBO,12,8,8,12,8,10,5,9,7
410590 COLORADO,4,2,-,1,1,1,-,3,1
410600 CONGONHINHAS,-,-,1,-,-,-,-,-,-
410620 CONTENDA,-,-,-,2,-,-,-,1,1
410630 CORBELIA,1,1,1,-,-,-,-,-,1
410640 CORNELIO PROCOPIO,22,17,24,22,33,22,21,17,12
410650 CORONEL VIVIDA,1,2,-,1,-,1,-,-,2
410655 CORUMBATAI DO SUL,-,1,-,1,-,-,-,-,-
410660 CRUZEIRO DO OESTE,-,1,1,-,-,-,-,-,-
410670 CRUZEIRO DO SUL,-,-,1,-,-,-,-,-,-
410680 CRUZ MACHADO,1,-,2,1,-,-,-,-,-
410690 CURITIBA,383,407,382,359,357,321,320,259,277
410700 CURIUVA,2,-,-,-,1,-,-,1,-
410720 DOIS VIZINHOS,1,-,1,1,-,3,2,3,-
410730 DOUTOR CAMARGO,1,-,-,-,-,-,-,1,1
410750 ENGENHEIRO BELTRAO,-,1,-,-,-,-,-,-,-
410753 ENTRE RIOS DO OESTE,1,-,-,-,-,-,-,-,1
410760 FAXINAL,4,-,-,-,-,-,1,-,1
410765 FAZENDA RIO GRANDE,9,2,9,3,3,-,1,6,-
410773 FERNANDES PINHEIRO,1,-,-,-,1,-,-,-,-
410790 FLORESTA,1,-,-,-,-,-,-,-,-
410800 FLORESTOPOLIS,-,-,1,-,-,-,-,1,-
410810 FLORIDA,-,-,-,-,-,-,-,-,1
410820 FORMOSA DO OESTE,1,3,-,-,-,1,-,-,-
410830 FOZ DO IGUACU,79,78,84,63,73,60,62,55,59
410832 FRANCISCO ALVES,-,-,-,-,-,-,-,1,-
410840 FRANCISCO BELTRAO,47,33,23,22,31,30,23,24,26
410850 GENERAL CARNEIRO,-,1,1,-,-,-,-,-,-
410860 GOIOERE,4,1,3,3,1,-,1,1,-
410870 GRANDES RIOS,-,-,-,1,1,-,-,1,1
410880 GUAIRA,3,4,2,1,2,1,-,-,-
410895 GUAMIRANGA,-,-,1,-,-,-,-,-,-
410900 GUAPIRAMA,-,1,-,-,-,-,-,-,1
410920 GUARACI,-,-,-,-,-,-,1,-,-
410930 GUARANIACU,1,-,-,-,-,-,1,1,1
410940 GUARAPUAVA,64,70,69,54,45,45,51,44,34
410950 GUARAQUECABA,1,-,1,-,-,-,-,-,-
410960 GUARATUBA,3,4,-,4,2,2,2,-,5
410970 IBAITI,1,2,2,1,-,1,-,-,-
410975 IBEMA,-,1,1,1,-,-,-,-,-
410980 IBIPORA,1,1,3,1,-,-,1,2,2
411000 IGUARACU,1,-,1,-,-,-,-,-,-
411005 IGUATU,-,-,-,-,-,-,1,-,-
411010 IMBITUVA,-,1,1,1,1,-,-,-,-
411020 INACIO MARTINS,-,-,-,2,-,-,-,-,-
411030 INAJA,-,-,1,-,-,-,-,-,-
411040 INDIANOPOLIS,-,-,-,-,-,-,-,-,1
411050 IPIRANGA,-,1,-,-,-,1,-,-,1
411060 IPORA,-,-,-,-,-,-,-,1,-
411070 IRATI,18,25,18,18,17,30,13,7,12
411080 IRETAMA,-,-,-,-,-,1,-,-,-
411090 ITAGUAJE,1,-,-,-,-,-,-,-,-
411095 ITAIPULANDIA,-,-,-,-,-,3,-,-,-
411100 ITAMBARACA,-,-,-,-,-,1,-,-,-
411110 ITAMBE,-,1,-,-,-,-,-,-,-
411120 ITAPEJARA D'OESTE,-,-,-,-,-,-,-,1,-
411125 ITAPERUCU,3,4,4,1,3,-,4,1,1
411130 ITAUNA DO SUL,1,-,-,-,-,-,-,-,-
411140 IVAI,1,-,-,2,-,-,-,-,-
411150 IVAIPORA,27,20,31,24,14,19,15,23,17
411155 IVATE,-,1,-,-,-,-,-,-,-
411180 JACAREZINHO,3,4,1,1,3,1,2,1,1
411190 JAGUAPITA,1,-,-,3,-,-,-,-,-
411200 JAGUARIAIVA,4,2,2,3,-,1,3,-,1
411210 JANDAIA DO SUL,1,3,1,-,1,-,-,2,-
411240 JAPURA,-,-,-,-,-,-,1,-,-
411250 JARDIM ALEGRE,-,-,-,-,-,-,-,-,1
411270 JATAIZINHO,-,-,1,-,-,-,-,2,-
411275 JESUITAS,1,1,-,-,-,-,-,-,-
411280 JOAQUIM TAVORA,2,-,-,-,-,-,1,-,-
411310 KALORE,-,-,1,-,-,-,-,1,-
411320 LAPA,1,1,3,3,1,-,1,2,-
411325 LARANJAL,1,-,1,-,-,-,1,-,-
411330 LARANJEIRAS DO SUL,9,6,6,7,7,9,5,11,7
411350 LOANDA,-,1,3,1,1,-,2,2,1
411370 LONDRINA,157,156,174,179,210,188,177,170,163
411373 LUIZIANA,-,-,-,-,-,1,-,-,-
411390 MALLET,-,1,1,-,-,-,-,-,2
411400 MAMBORE,-,-,2,-,-,-,1,-,-
411420 MANDAGUARI,-,-,1,-,-,-,1,-,-
411430 MANDIRITUBA,2,2,-,3,-,-,1,-,1
411435 MANFRINOPOLIS,-,-,-,1,-,-,-,-,-
411440 MANGUEIRINHA,-,1,3,1,-,-,-,1,2
