Município,Menor de 10 anos,10 a 14 anos,15 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 a 44 anos,45 a 49 anos,50 a 54 anos,55 a 59 anos,60 a 64 anos,Idade ignorada,Total
317170 VIRGINIA,-,-,2,-,-,-,-,-,-,-,-,-,-,2
317180 VIRGINOPOLIS,-,-,-,4,1,2,1,-,-,-,-,-,-,8
317190 VIRGOLANDIA,-,-,-,-,1,1,2,-,-,-,-,-,-,4
317200 VISCONDE DO RIO BRANCO,-,-,11,12,17,10,5,4,-,1,-,-,22,82
320010 AFONSO CLAUDIO,-,-,9,7,6,6,11,2,-,-,-,-,1,42
320020 ALEGRE,-,-,5,3,3,3,2,2,-,-,-,-,11,29
320030 ALFREDO CHAVES,-,-,-,-,-,-,-,-,-,-,-,-,1,1
320040 ANCHIETA,-,-,2,3,7,3,1,1,-,-,-,-,7,24
320060 ARACRUZ,-,1,14,19,24,19,14,4,-,-,-,-,12,107
320070 ATILIO VIVACQUA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
320080 BAIXO GUANDU,-,-,1,2,-,-,1,-,-,-,-,-,2,6
320090 BARRA DE SAO FRANCISCO,-,-,8,19,22,7,13,2,-,-,-,-,17,88
320100 BOA ESPERANCA,-,-,1,1,-,-,-,-,-,-,-,-,1,3
320115 BREJETUBA,-,-,-,1,1,1,1,-,-,-,-,-,-,4
320120 CACHOEIRO DE ITAPEMIRIM,-,3,39,61,67,62,40,13,-,-,-,-,170,455
320130 CARIACICA,-,4,60,86,56,54,41,11,1,-,-,-,40,353
320140 CASTELO,-,-,2,3,3,4,2,1,-,-,-,-,6,21
320150 COLATINA,-,4,49,78,84,82,66,20,2,-,-,-,39,424
320160 CONCEICAO DA BARRA,-,-,-,-,-,1,-,-,-,-,-,-,1,2
320170 CONCEICAO DO CASTELO,-,-,-,-,1,-,-,-,-,-,-,-,-,1
320180 DIVINO DE SAO LOURENCO,-,-,-,1,-,-,-,-,-,-,-,-,-,1
320190 DOMINGOS MARTINS,-,-,4,2,4,6,3,-,-,-,-,-,1,20
320210 ECOPORANGA,-,-,1,-,-,-,-,-,-,-,-,-,-,1
320220 FUNDAO,-,-,-,-,2,-,-,-,-,-,-,-,-,2
320230 GUACUI,-,-,8,12,14,6,1,4,-,-,-,-,19,64
320240 GUARAPARI,-,-,17,25,20,20,12,6,-,-,-,-,5,105
320245 IBATIBA,-,1,2,6,9,7,2,-,-,-,-,-,3,30
320255 IBITIRAMA,-,-,1,-,-,-,-,-,-,-,-,-,-,1
320260 ICONHA,-,-,-,-,-,-,-,1,-,-,-,-,-,1
320265 IRUPI,-,-,-,1,-,1,-,-,-,-,-,-,1,3
320270 ITAGUACU,-,-,-,1,-,1,-,-,-,-,-,-,-,2
320280 ITAPEMIRIM,-,-,17,21,19,14,16,2,-,-,-,-,11,100
320290 ITARANA,-,-,-,-,-,1,1,-,-,-,-,-,-,2
320300 IUNA,-,-,5,5,4,2,3,3,-,-,-,-,2,24
320305 JAGUARE,-,-,5,5,4,3,1,2,1,-,-,-,1,22
320316 LARANJA DA TERRA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
320320 LINHARES,-,1,34,40,42,34,21,5,-,-,-,-,6,183
320332 MARATAIZES,-,-,-,2,2,-,-,-,-,-,-,-,-,4
320334 MARECHAL FLORIANO,-,-,-,-,-,-,1,-,-,-,-,-,-,1
320340 MIMOSO DO SUL,-,-,3,2,1,-,1,1,-,-,-,-,10,18
320350 MONTANHA,-,1,4,2,2,2,1,1,-,-,-,-,4,17
320360 MUCURICI,-,-,-,1,1,1,-,-,-,-,-,-,1,4
320370 MUNIZ FREIRE,-,-,-,2,1,1,2,1,-,-,-,-,2,9
320380 MUQUI,-,-,-,-,-,2,-,-,-,-,-,-,3,5
320390 NOVA VENECIA,-,-,6,6,6,5,1,1,-,-,-,-,5,30
320405 PEDRO CANARIO,-,-,3,-,-,2,1,-,-,-,-,-,1,7
320410 PINHEIROS,-,1,3,2,3,-,1,2,-,-,-,-,7,19
320420 PIUMA,-,-,-,-,-,-,2,-,-,-,-,-,-,2
320430 PRESIDENTE KENNEDY,-,-,-,-,-,1,-,-,-,-,-,-,-,1
320435 RIO BANANAL,-,-,-,1,-,-,-,-,-,-,-,-,-,1
320440 RIO NOVO DO SUL,-,-,-,-,-,-,-,-,-,-,-,-,1,1
320450 SANTA LEOPOLDINA,-,-,2,2,1,1,-,1,-,-,-,-,-,7
320455 SANTA MARIA DE JETIBA,-,-,6,7,10,5,6,1,1,-,-,-,7,43
320460 SANTA TERESA,-,-,5,17,7,11,8,4,-,-,-,-,5,57
320465 SAO DOMINGOS DO NORTE,-,-,-,1,-,-,-,-,-,-,-,-,-,1
320470 SAO GABRIEL DA PALHA,-,-,4,1,1,-,1,-,-,-,-,-,-,7
320480 SAO JOSE DO CALCADO,-,-,3,2,2,3,3,-,-,-,-,-,3,16
320490 SAO MATEUS,-,-,34,51,46,49,30,7,1,-,-,-,29,247
320500 SERRA,-,4,131,172,174,168,114,42,5,-,-,-,24,834
320501 SOORETAMA,-,1,-,-,-,-,-,-,-,-,-,-,-,1
320503 VARGEM ALTA,-,-,-,-,1,-,-,-,-,-,-,-,-,1
320506 VENDA NOVA DO IMIGRANTE,-,-,11,14,15,14,4,4,-,-,-,-,-,62
320510 VIANA,-,-,2,-,-,-,4,-,-,-,-,-,1,7
320515 VILA PAVAO,-,-,-,-,-,-,-,-,-,-,-,-,1,1
320520 VILA VELHA,-,4,61,125,90,99,65,27,-,-,-,-,36,507
320530 VITORIA,-,4,79,127,126,121,115,44,4,-,-,-,13,633
MUNICIPIO IGNORADO - RJ,-,-,-,1,2,-,-,-,-,-,-,-,-,3
330010 ANGRA DOS REIS,-,4,34,50,36,34,24,6,2,-,-,-,16,206
330015 APERIBE,-,-,-,5,2,3,1,1,-,-,-,-,-,12
330020 ARARUAMA,-,-,14,20,15,15,17,3,1,-,-,-,24,109
330022 AREAL,-,-,1,1,-,-,-,-,-,-,-,-,-,2
330023 ARMACAO DOS BUZIOS,-,-,9,15,15,8,5,3,-,-,-,-,4,59
330025 ARRAIAL DO CABO,-,-,3,10,3,4,1,2,-,-,-,-,7,30
330030 BARRA DO PIRAI,-,-,15,12,26,18,11,6,-,-,-,-,2,90
330040 BARRA MANSA,-,1,22,48,33,28,25,10,-,-,-,-,14,181
330045 BELFORD ROXO,-,2,16,27,23,24,13,6,-,-,-,-,20,131
330050 BOM JARDIM,-,1,6,9,8,3,4,1,-,-,-,-,-,32
330060 BOM JESUS DO ITABAPOANA,-,-,11,10,17,10,6,2,-,-,-,-,2,58
330070 CABO FRIO,-,4,66,82,64,46,28,11,-,-,-,-,30,331
330080 CACHOEIRAS DE MACACU,-,1,8,21,11,18,14,1,-,-,-,-,11,85
330090 CAMBUCI,-,-,2,1,2,1,1,-,-,-,-,-,3,10
330093 CARAPEBUS,-,-,1,-,-,-,-,-,-,-,-,-,1,2
330100 CAMPOS DOS GOYTACAZES,-,25,203,249,183,149,123,40,3,-,-,-,59,1.034
330110 CANTAGALO,-,1,5,10,3,8,4,2,-,-,-,-,22,55
330120 CARMO,-,-,3,4,5,6,4,-,-,-,-,-,12,34
330130 CASIMIRO DE ABREU,-,1,2,10,8,6,5,-,-,-,-,-,7,39
330140 CONCEICAO DE MACABU,-,-,2,-,2,-,-,-,-,-,-,-,-,4
330150 CORDEIRO,-,1,3,8,5,2,4,-,-,-,-,-,3,26
330160 DUAS BARRAS,-,-,-,-,2,2,1,1,-,-,-,-,-,6
330170 DUQUE DE CAXIAS,-,32,405,519,371,246,183,75,4,-,-,-,56,1.891
330180 ENGENHEIRO PAULO DE FRONTIN,-,-,1,-,-,-,-,1,-,-,-,-,1,3
330185 GUAPIMIRIM,-,-,6,10,11,4,3,2,-,-,-,-,9,45
330187 IGUABA GRANDE,-,-,-,-,-,-,1,-,-,-,-,-,1,2
330190 ITABORAI,-,1,43,44,27,20,13,7,1,-,-,-,23,179
330200 ITAGUAI,-,3,25,41,25,26,16,3,-,-,-,-,19,158
330210 ITAOCARA,-,1,5,3,1,3,4,1,1,-,-,-,3,22
330220 ITAPERUNA,-,1,19,32,29,19,12,4,1,-,-,-,14,131
330225 ITATIAIA,-,-,3,2,3,1,2,-,-,-,-,-,1,12
330227 JAPERI,-,-,-,2,-,-,1,-,-,-,-,-,1,4
330230 LAJE DO MURIAE,-,1,-,-,1,1,1,-,-,-,-,-,1,5
330240 MACAE,-,3,67,85,89,64,52,16,-,-,-,-,29,405
330250 MAGE,-,2,60,73,53,23,20,13,2,-,-,-,49,295
330260 MANGARATIBA,-,-,3,6,7,1,-,1,-,-,-,-,26,44
330270 MARICA,-,-,19,26,17,12,11,2,-,1,-,-,12,100
330280 MENDES,-,-,-,1,-,1,-,-,-,-,-,-,1,3
330285 MESQUITA,-,25,267,281,179,119,69,21,1,-,-,-,43,1.005
330290 MIGUEL PEREIRA,-,1,11,10,8,9,8,3,2,-,-,-,13,65
330300 MIRACEMA,-,1,4,2,5,-,-,1,-,-,-,-,15,28
330310 NATIVIDADE,-,-,1,4,1,5,4,1,-,-,-,-,7,23
330320 NILOPOLIS,-,1,43,74,66,81,69,16,-,-,-,-,24,374
330330 NITEROI,-,17,200,241,265,221,166,73,6,-,-,-,109,1.298
330340 NOVA FRIBURGO,-,3,26,35,43,46,22,15,-,-,-,-,37,227
330350 NOVA IGUACU,-,24,272,356,253,179,130,49,2,-,-,-,72,1.337
330360 PARACAMBI,-,-,8,13,6,13,10,5,-,-,-,-,5,60
330370 PARAIBA DO SUL,-,-,2,4,5,1,1,-,-,-,-,-,1,14
330380 PARATY,-,1,9,13,12,10,5,2,1,-,-,-,6,59
330385 PATY DO ALFERES,-,-,-,-,-,-,-,-,-,-,-,-,1,1
330390 PETROPOLIS,-,4,58,94,102,64,62,25,3,-,-,-,7,419
330395 PINHEIRAL,-,1,4,3,2,-,4,2,-,-,-,-,2,18
330400 PIRAI,-,-,3,7,5,5,2,-,-,-,-,-,6,28
330410 PORCIUNCULA,-,-,1,2,-,1,-,-,-,-,-,-,-,4
330411 PORTO REAL,-,-,6,4,7,3,3,-,-,-,-,-,-,23
330412 QUATIS,-,-,1,-,1,-,1,-,-,-,-,-,-,3
330414 QUEIMADOS,-,1,28,23,12,12,4,3,-,-,-,-,6,89
330415 QUISSAMA,-,-,8,9,7,4,1,2,-,-,-,-,5,36
330420 RESENDE,-,2,25,36,32,26,19,4,-,-,-,-,5,149
330430 RIO BONITO,-,1,13,23,11,11,7,2,1,-,-,-,33,102
330440 RIO CLARO,-,-,-,3,-,-,3,1,-,-,-,-,3,10
330450 RIO DAS FLORES,-,-,1,-,-,-,-,-,-,-,-,-,-,1
330452 RIO DAS OSTRAS,-,3,29,48,41,28,18,9,-,-,-,-,11,187
330455 RIO DE JANEIRO,-,91,1.330,2.022,1.698,1.587,1.204,466,31,1,-,-,483,8.913
330460 SANTA MARIA MADALENA,-,-,2,1,2,-,1,-,-,-,-,-,1,7
330470 SANTO ANTONIO DE PADUA,-,1,15,16,11,7,9,3,-,-,-,-,11,73
330475 SAO FRANCISCO DE ITABAPOANA,-,1,1,1,-,-,1,2,-,-,-,-,2,8
330480 SAO FIDELIS,-,-,3,3,2,4,1,1,-,-,-,-,4,18
330490 SAO GONCALO,-,11,204,283,168,146,80,23,2,-,-,-,103,1.020
330500 SAO JOAO DA BARRA,-,-,4,5,2,1,2,-,-,-,-,-,1,15
330510 SAO JOAO DE MERITI,-,21,304,413,320,215,181,69,3,-,-,-,69,1.595
330515 SAO JOSE DO VALE DO RIO PRETO,-,-,-,-,1,3,1,1,-,-,-,-,2,8
330520 SAO PEDRO DA ALDEIA,-,-,21,27,23,22,18,5,1,-,-,-,31,148
330530 SAO SEBASTIAO DO ALTO,-,-,-,3,3,1,2,2,-,-,-,-,1,12
330540 SAPUCAIA,-,-,-,-,-,1,1,-,-,-,-,-,-,2
330550 SAQUAREMA,-,3,53,70,61,41,19,8,-,-,-,-,16,271
330555 SEROPEDICA,-,-,15,24,21,18,5,4,-,-,-,-,12,99
330560 SILVA JARDIM,-,-,-,-,1,1,1,2,-,-,-,-,1,6
330570 SUMIDOURO,-,-,2,6,2,2,1,-,-,-,-,-,2,15
330575 TANGUA,-,-,-,-,1,1,-,-,-,-,-,-,-,2
330580 TERESOPOLIS,-,1,26,59,38,38,30,12,1,-,-,-,23,228
330590 TRAJANO DE MORAES,-,-,-,1,-,3,2,1,-,-,-,-,3,10
330600 TRES RIOS,-,3,42,51,37,37,17,14,-,-,-,-,3,204
330610 VALENCA,-,1,9,12,15,11,9,5,-,-,-,-,11,73
330615 VARRE-SAI,-,-,1,2,1,1,-,-,-,-,-,-,2,7
330620 VASSOURAS,-,1,19,27,31,17,26,5,-,-,-,-,26,152
330630 VOLTA REDONDA,-,3,36,49,65,64,54,23,2,-,-,-,55,351
MUNICIPIO IGNORADO - SP,-,-,-,-,-,-,-,-,-,-,-,-,1,1
350010 ADAMANTINA,-,-,8,11,8,6,5,2,-,-,-,-,2,42
350030 AGUAI,-,-,1,-,1,-,1,-,-,-,-,-,-,3
350050 AGUAS DE LINDOIA,-,-,1,2,3,3,7,-,-,-,-,-,3,19
350060 AGUAS DE SAO PEDRO,-,-,-,-,1,-,-,-,-,-,-,-,-,1
350070 AGUDOS,-,-,5,2,5,6,1,2,-,-,-,-,5,26
350100 ALTINOPOLIS,-,-,1,-,-,-,-,-,-,-,-,-,1,2
350115 ALUMINIO,-,-,1,-,-,-,-,-,-,-,-,-,-,1
350130 ALVARES MACHADO,-,-,-,-,-,-,1,-,-,-,-,-,-,1
350160 AMERICANA,-,-,22,39,64,67,38,12,-,-,-,-,28,270
350170 AMERICO BRASILIENSE,-,-,-,1,3,1,-,-,-,-,-,-,-,5
350190 AMPARO,-,-,12,14,11,13,14,4,-,-,-,-,9,77
350200 ANALANDIA,-,-,-,-,-,1,-,1,-,-,-,-,-,2
350210 ANDRADINA,-,-,8,13,13,15,7,3,2,-,-,-,3,64
350220 ANGATUBA,-,-,2,5,5,3,3,1,1,-,-,-,-,20
350250 APARECIDA,-,1,6,4,6,3,3,1,-,-,-,-,1,25
350270 APIAI,-,2,4,7,5,5,5,1,1,-,-,-,11,41
350280 ARACATUBA,-,1,31,36,50,32,29,2,2,-,-,-,67,250
350290 ARACOIABA DA SERRA,-,-,-,-,-,-,1,-,-,-,-,-,-,1
350320 ARARAQUARA,-,2,31,57,66,61,26,18,1,-,-,-,6,268
350330 ARARAS,-,1,9,34,31,29,22,14,-,-,-,-,4,144
350340 AREALVA,-,-,-,1,-,-,-,-,-,-,-,-,-,1
350380 ARTUR NOGUEIRA,-,-,4,8,8,6,-,1,-,-,-,-,3,30
350390 ARUJA,-,1,11,26,21,23,20,4,-,-,-,-,14,120
350400 ASSIS,-,-,17,25,24,26,19,5,2,-,-,-,20,138
350410 ATIBAIA,-,-,11,29,28,25,18,8,-,-,-,-,37,156
350420 AURIFLAMA,-,-,1,-,2,1,1,-,-,-,-,-,-,5
350430 AVAI,-,1,1,1,-,-,-,-,-,-,-,-,-,3
350450 AVARE,-,-,7,9,13,12,14,2,1,-,-,-,71,129
350520 BARIRI,-,1,3,4,2,2,2,1,-,-,-,-,1,16
350530 BARRA BONITA,-,-,4,5,7,2,2,1,-,-,-,-,5,26
350550 BARRETOS,-,1,25,51,41,42,15,6,1,-,-,-,8,190
350560 BARRINHA,-,-,3,1,2,-,1,-,-,-,-,-,-,7
350570 BARUERI,-,4,73,122,115,97,76,33,3,-,-,-,17,540
350580 BASTOS,-,-,2,2,1,-,-,-,-,-,-,-,-,5
350590 BATATAIS,-,-,6,7,11,8,8,1,-,-,-,-,2,43
350600 BAURU,-,9,56,101,99,98,66,23,4,1,-,-,5,462
350610 BEBEDOURO,-,-,16,36,19,23,16,8,-,-,-,-,3,121
350630 BERNARDINO DE CAMPOS,-,-,-,1,1,-,-,-,-,-,-,-,-,2
350635 BERTIOGA,-,-,13,22,17,19,16,3,-,-,-,-,8,98
350640 BILAC,-,-,-,-,2,-,-,-,-,-,-,-,-,2
350650 BIRIGUI,-,1,14,29,25,16,19,6,2,-,-,-,4,116
350660 BIRITIBA-MIRIM,-,-,-,-,-,-,-,-,-,-,-,-,1,1
350670 BOA ESPERANCA DO SUL,-,-,-,1,-,-,-,-,-,-,-,-,2,3
350690 BOFETE,-,-,-,-,1,-,-,-,-,-,-,-,-,1
350700 BOITUVA,-,2,7,11,6,7,2,1,-,-,-,-,6,42
350710 BOM JESUS DOS PERDOES,-,-,-,-,1,-,-,-,-,-,-,-,-,1
350740 BORBOREMA,-,-,1,1,2,-,-,-,-,-,-,-,-,4
350750 BOTUCATU,-,2,53,94,95,80,61,25,2,-,-,-,12,424
350760 BRAGANCA PAULISTA,-,3,48,62,50,48,53,12,2,1,-,-,29,308
350770 BRAUNA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
350780 BRODOWSKI,-,-,1,-,-,-,-,1,-,-,-,-,-,2
350790 BROTAS,-,-,-,1,1,-,1,-,-,-,-,-,-,3
350810 BURITAMA,-,-,-,2,2,1,1,-,-,-,-,-,-,6
350820 BURITIZAL,-,-,-,-,-,-,-,-,-,-,-,-,1,1
350830 CABRALIA PAULISTA,-,-,-,-,2,-,-,1,-,-,-,-,-,3
350840 CABREUVA,-,1,2,6,2,1,-,-,-,-,-,-,-,12
350850 CACAPAVA,-,-,14,17,12,11,7,-,-,-,-,-,14,75
350860 CACHOEIRA PAULISTA,-,-,1,-,1,1,-,-,-,-,-,-,1,4
350870 CACONDE,-,-,1,-,-,1,-,-,-,-,-,-,-,2
350880 CAFELANDIA,-,1,2,2,1,2,2,-,-,-,-,-,-,10
350900 CAIEIRAS,-,3,50,60,54,43,45,11,-,-,-,-,7,273
350920 CAJAMAR,-,-,11,8,9,5,6,4,-,-,-,-,2,45
350925 CAJATI,-,-,-,1,2,-,-,-,-,-,-,-,-,3
350930 CAJOBI,-,-,-,1,1,-,-,-,-,-,-,-,-,2
350940 CAJURU,-,-,3,7,4,3,5,-,-,-,-,-,-,22
350950 CAMPINAS,-,8,130,233,289,311,232,57,8,-,-,-,261,1.529
350960 CAMPO LIMPO PAULISTA,-,1,7,11,10,12,3,1,-,-,-,-,2,47
350970 CAMPOS DO JORDAO,-,-,3,7,7,10,14,2,1,-,-,-,10,54
350990 CANANEIA,-,-,-,-,-,1,-,-,-,-,-,-,-,1
351000 CANDIDO MOTA,-,-,1,2,1,1,2,-,-,-,-,-,-,7
351020 CAPAO BONITO,-,-,10,13,6,11,7,8,-,-,-,-,-,55
351030 CAPELA DO ALTO,-,-,-,-,-,-,1,-,-,-,-,-,-,1
351040 CAPIVARI,-,-,9,18,15,13,3,-,-,-,-,-,4,62
351050 CARAGUATATUBA,-,-,26,51,31,30,23,4,1,-,-,-,3,169
351060 CARAPICUIBA,-,5,60,88,82,77,71,19,2,-,-,-,17,421
351070 CARDOSO,-,-,1,-,-,-,-,1,-,-,-,-,1,3
351080 CASA BRANCA,-,-,4,1,3,4,3,-,-,-,-,-,-,15
351100 CASTILHO,-,-,-,-,-,1,-,-,-,-,-,-,-,1
351110 CATANDUVA,-,1,14,31,33,31,18,10,-,-,-,-,16,154
351140 CERQUEIRA CESAR,-,-,1,2,2,1,1,1,-,-,-,-,1,9
351150 CERQUILHO,-,-,2,3,-,-,2,-,-,-,-,-,1,8
351160 CESARIO LANGE,-,-,1,-,-,2,1,-,-,-,-,-,-,4
351170 CHARQUEADA,-,-,-,-,1,-,1,-,-,-,-,-,-,2
351200 COLINA,-,-,-,3,3,1,1,-,-,-,-,-,-,8
351210 COLOMBIA,-,-,-,-,-,-,-,-,-,-,-,-,1,1
351220 CONCHAL,-,-,4,3,5,6,1,2,1,-,-,-,2,24
351230 CONCHAS,-,-,-,-,1,1,-,1,-,-,-,-,-,3
351280 COSMOPOLIS,-,-,4,10,7,4,2,2,-,-,-,-,7,36
351300 COTIA,-,2,48,60,58,48,37,18,-,-,-,-,24,295
351310 CRAVINHOS,-,-,-,-,1,1,-,-,-,-,-,-,-,2
351340 CRUZEIRO,-,1,10,23,12,12,13,7,-,-,-,-,49,127
351350 CUBATAO,-,1,17,35,23,18,12,7,1,-,-,-,6,120
351360 CUNHA,-,-,2,1,3,5,3,-,-,-,-,-,7,21
351370 DESCALVADO,-,1,1,3,3,1,-,-,-,-,-,-,-,9
351380 DIADEMA,-,6,60,97,80,49,48,19,4,-,-,-,16,379
351390 DIVINOLANDIA,-,-,1,-,1,-,1,-,-,-,-,-,1,4
351400 DOBRADA,-,-,-,1,-,-,-,-,-,-,-,-,-,1
351410 DOIS CORREGOS,-,-,1,1,2,1,-,-,-,-,-,-,-,5
351440 DRACENA,-,-,4,7,4,2,2,-,-,-,-,-,16,35
351450 DUARTINA,-,-,1,1,1,1,-,2,-,-,-,-,-,6
351460 DUMONT,-,-,-,-,1,-,-,-,-,-,-,-,-,1
351480 ELDORADO,-,-,2,-,-,1,-,-,-,-,-,-,-,3
351490 ELIAS FAUSTO,-,-,-,-,-,-,1,-,-,-,-,-,-,1
351492 ELISIARIO,-,-,-,-,-,-,1,-,-,-,-,-,-,1
351500 EMBU DAS ARTES,-,-,20,26,11,18,9,5,-,-,-,-,15,104
351510 EMBU-GUACU,-,-,-,1,-,-,-,1,-,-,-,-,1,3
351512 EMILIANOPOLIS,-,-,-,-,-,1,-,-,-,-,-,-,-,1
351515 ENGENHEIRO COELHO,-,-,-,1,1,-,-,-,-,-,-,-,-,2
351518 ESPIRITO SANTO DO PINHAL,-,-,6,10,3,2,4,-,1,-,-,-,5,31
351520 ESTRELA D'OESTE,-,-,-,-,-,1,1,-,-,-,-,-,-,2
351540 FARTURA,-,-,-,1,3,4,1,-,-,-,-,-,-,9
351550 FERNANDOPOLIS,-,1,4,11,15,10,5,2,-,-,-,-,3,51
351570 FERRAZ DE VASCONCELOS,-,1,30,44,29,33,31,15,2,-,-,-,72,257
351600 FLORIDA PAULISTA,-,-,-,1,3,1,-,1,-,-,-,-,2,8
351620 FRANCA,-,5,47,81,76,86,52,24,1,-,-,-,62,434
351630 FRANCISCO MORATO,-,4,53,71,67,58,55,22,1,-,-,-,13,344
351640 FRANCO DA ROCHA,-,-,3,6,13,11,12,4,-,-,-,-,2,51
351670 GARCA,-,-,5,7,8,7,4,2,-,-,-,-,-,33
351690 GENERAL SALGADO,-,-,-,-,-,1,-,-,-,-,-,-,-,1
351740 GUAIRA,-,-,5,2,4,6,5,2,-,-,-,-,-,24
351750 GUAPIACU,-,-,-,-,1,-,-,-,-,-,-,-,-,1
351760 GUAPIARA,-,-,5,2,3,2,-,-,-,-,-,-,-,12
351770 GUARA,-,-,2,2,1,3,1,-,-,-,-,-,2,11
351820 GUARARAPES,-,-,2,5,3,4,3,1,-,-,-,-,1,19
351830 GUARAREMA,-,-,5,5,1,3,2,1,1,-,-,-,5,23
351840 GUARATINGUETA,-,2,16,20,24,16,18,6,-,-,-,-,40,142
351860 GUARIBA,-,-,1,7,3,1,2,-,-,-,-,-,6,20
351870 GUARUJA,-,1,46,84,55,58,35,17,-,-,-,-,12,308
351880 GUARULHOS,-,13,230,336,366,294,205,114,12,-,-,-,38,1.608
351905 HOLAMBRA,-,-,-,1,-,-,-,-,-,-,-,-,-,1
351907 HORTOLANDIA,-,2,18,26,28,19,20,2,-,-,-,-,12,127
351910 IACANGA,-,-,1,3,3,2,-,-,-,-,-,-,-,9
351920 IACRI,-,-,-,1,-,-,-,-,-,-,-,-,-,1
351930 IBATE,-,-,2,3,2,2,1,1,1,-,-,-,1,13
351950 IBIRAREMA,-,-,-,-,-,-,1,-,-,-,-,-,-,1
351960 IBITINGA,-,1,8,12,14,13,13,2,-,-,-,-,3,66
351970 IBIUNA,-,-,3,14,13,5,7,2,-,-,-,-,22,66
351990 IEPE,-,-,-,1,1,-,-,-,-,-,-,-,-,2
352000 IGARACU DO TIETE,-,-,-,1,-,1,-,-,-,-,-,-,-,2
352010 IGARAPAVA,-,1,3,3,1,5,2,-,-,-,-,-,2,17
352020 IGARATA,-,-,-,-,-,-,-,-,-,-,-,-,2,2
352030 IGUAPE,-,-,1,-,-,-,-,-,-,-,-,-,-,1
352040 ILHABELA,-,-,6,6,6,6,3,-,-,-,-,-,-,27
352044 ILHA SOLTEIRA,-,-,1,6,5,2,5,1,-,-,-,-,4,24
352050 INDAIATUBA,-,2,15,48,40,47,35,5,1,-,-,-,45,238
352090 IPAUSSU,-,-,-,1,1,-,1,-,-,-,-,-,1,4
352100 IPERO,-,-,1,-,-,1,1,-,-,-,-,-,-,3
352110 IPEUNA,-,-,-,1,-,-,-,-,-,-,-,-,-,1
352130 IPUA,-,1,1,1,3,2,1,1,-,-,-,-,-,10
352160 IRAPURU,-,-,-,-,1,-,-,-,-,-,-,-,-,1
352170 ITABERA,-,-,-,-,-,1,-,-,-,-,-,-,-,1
352180 ITAI,-,-,3,2,-,1,-,-,-,-,-,-,-,6
352190 ITAJOBI,-,-,1,-,-,-,1,-,-,-,-,-,-,2
352210 ITANHAEM,-,2,44,52,32,39,36,14,1,1,-,-,13,234
352215 ITAOCA,-,-,-,-,1,-,-,-,-,-,-,-,-,1
352220 ITAPECERICA DA SERRA,-,3,45,73,74,59,36,22,-,-,-,-,22,334
352230 ITAPETININGA,-,2,19,39,30,11,21,8,-,-,-,-,62,192
352240 ITAPEVA,-,2,36,40,39,37,20,10,-,-,-,-,1,185
352250 ITAPEVI,-,1,48,101,94,76,61,26,1,-,-,-,18,426
352260 ITAPIRA,-,1,7,5,7,12,8,3,-,-,-,-,1,44
352270 ITAPOLIS,-,-,9,7,8,5,2,3,1,-,-,-,-,35
352280 ITAPORANGA,-,-,2,3,6,2,2,2,-,-,-,-,1,18
352290 ITAPUI,-,-,-,-,-,-,1,-,-,-,-,-,1,2
352310 ITAQUAQUECETUBA,-,4,82,140,97,94,69,20,2,-,-,-,18,526
352320 ITARARE,-,-,7,6,9,8,1,4,-,-,-,-,2,37
352340 ITATIBA,-,-,14,11,18,25,14,4,1,-,-,-,-,87
352350 ITATINGA,-,-,-,1,-,1,-,-,-,-,-,-,-,2
352390 ITU,-,1,22,28,19,20,12,11,-,-,-,-,85,198
352400 ITUPEVA,-,-,-,5,3,3,2,-,-,-,-,-,1,14
352410 ITUVERAVA,-,-,5,9,11,7,7,3,1,-,-,-,2,45
352420 JABORANDI,-,-,-,-,-,-,-,-,-,-,-,-,1,1
352430 JABOTICABAL,-,-,4,8,9,8,8,2,-,-,-,-,9,48
352440 JACAREI,-,-,23,51,30,42,42,14,1,-,-,-,10,213
352460 JACUPIRANGA,-,-,-,1,1,-,-,-,-,-,-,-,-,2
352470 JAGUARIUNA,-,-,4,7,10,4,1,1,-,-,-,-,1,28
352480 JALES,-,-,3,5,9,7,7,4,-,-,-,-,28,63
352500 JANDIRA,-,-,-,-,-,2,-,-,-,-,-,-,2,4
352510 JARDINOPOLIS,-,-,2,1,1,-,-,-,-,-,-,-,-,4
352530 JAU,-,1,26,46,42,52,25,6,-,-,-,-,12,210
352550 JOANOPOLIS,-,-,-,-,-,1,-,-,-,-,-,-,-,1
352570 JOSE BONIFACIO,-,-,2,5,3,-,-,-,-,-,-,-,-,10
352580 JULIO MESQUITA,-,-,-,-,-,-,1,-,-,-,-,-,-,1
352590 JUNDIAI,-,4,75,126,135,143,108,41,3,-,-,-,11,646
352600 JUNQUEIROPOLIS,-,-,4,5,6,4,2,-,-,-,-,-,1,22
352610 JUQUIA,-,-,-,-,-,-,2,-,-,-,-,-,-,2
352620 JUQUITIBA,-,-,-,2,-,-,-,-,-,-,-,-,2,4
352640 LARANJAL PAULISTA,-,1,3,9,-,3,4,-,-,-,-,-,2,22
