Município,Menos de 500g,500 a 999g,1000 a 1499 g,1500 a 2499 g,2500 a 2999 g,3000 a 3999 g,4000g e mais,Ignorado,Total
355380 TAQUARITUBA,-,1,1,1,-,-,-,2,5
355400 TATUI,19,35,32,39,12,9,3,3,152
355410 TAUBATE,100,118,59,67,28,27,6,32,437
355430 TEODORO SAMPAIO,-,1,-,1,-,1,-,-,3
355450 TIETE,-,7,11,8,4,5,-,3,38
355480 TREMEMBE,-,-,1,1,-,-,-,-,2
355500 TUPA,2,20,20,27,7,11,1,7,95
355510 TUPI PAULISTA,-,2,1,2,1,1,-,-,7
355540 UBATUBA,2,14,12,26,13,7,1,15,90
355610 VALENTIM GENTIL,1,-,-,-,-,-,-,-,1
355620 VALINHOS,1,12,4,17,3,11,-,35,83
355630 VALPARAISO,-,4,-,2,4,-,1,-,11
355640 VARGEM GRANDE DO SUL,4,15,4,6,1,1,-,-,31
355650 VARZEA PAULISTA,-,1,-,1,-,-,-,-,2
355670 VINHEDO,1,8,1,6,3,3,-,3,25
355680 VIRADOURO,1,2,1,-,1,-,-,-,5
355690 VISTA ALEGRE DO ALTO,-,2,-,-,-,-,-,-,2
355695 VITORIA BRASIL,-,-,-,-,-,-,-,1,1
355700 VOTORANTIM,1,24,11,18,7,13,1,-,75
355710 VOTUPORANGA,22,23,12,31,12,13,1,8,122
355720 CHAVANTES,-,1,-,4,1,1,-,4,11
410010 ABATIA,-,1,-,-,-,-,-,-,1
410020 ADRIANOPOLIS,-,1,-,-,-,-,-,-,1
410040 ALMIRANTE TAMANDARE,1,-,2,-,-,-,-,-,3
410045 ALTAMIRA DO PARANA,-,1,-,-,-,-,-,-,1
410050 ALTONIA,-,-,2,5,1,-,-,1,9
410060 ALTO PARANA,-,-,2,-,-,1,-,-,3
410070 ALTO PIQUIRI,-,1,-,-,-,-,-,-,1
410080 ALVORADA DO SUL,1,-,-,-,-,-,-,-,1
410100 AMPERE,-,1,1,3,1,-,-,-,6
410110 ANDIRA,-,7,1,3,-,1,-,1,13
410115 ANGULO,-,1,-,-,-,-,-,-,1
410120 ANTONINA,-,1,1,2,-,1,-,-,5
410130 ANTONIO OLINTO,1,1,-,-,-,1,-,-,3
410140 APUCARANA,27,53,31,33,17,17,2,-,180
410150 ARAPONGAS,9,24,12,22,11,13,1,2,94
410160 ARAPOTI,1,1,1,1,-,-,-,-,4
410170 ARARUNA,-,-,-,2,1,2,-,-,5
410180 ARAUCARIA,2,39,21,26,13,10,1,3,115
410190 ASSAI,1,-,-,1,-,2,-,-,4
410200 ASSIS CHATEAUBRIAND,2,6,2,7,2,2,-,3,24
410210 ASTORGA,-,2,2,1,2,1,1,-,9
410240 BANDEIRANTES,1,9,3,6,3,3,1,1,27
410250 BARBOSA FERRAZ,1,-,-,-,-,3,-,1,5
410260 BARRACAO,-,2,-,1,-,1,-,-,4
410280 BELA VISTA DO PARAISO,2,-,-,1,-,1,-,-,4
410290 BITURUNA,-,2,1,1,1,-,-,-,5
410300 BOA ESPERANCA,1,-,-,-,-,-,-,-,1
410305 BOA VISTA DA APARECIDA,-,2,-,-,-,-,-,1,3
410345 CAFELANDIA,-,-,3,3,2,2,-,-,10
410350 CALIFORNIA,1,-,-,-,-,-,-,-,1
410360 CAMBARA,-,3,-,-,4,1,-,-,8
410370 CAMBE,5,7,7,13,8,5,-,2,47
410390 CAMPINA DA LAGOA,-,1,2,2,-,-,-,-,5
410395 CAMPINA DO SIMAO,-,2,-,-,-,-,-,-,2
410400 CAMPINA GRANDE DO SUL,9,61,24,46,22,13,6,16,197
410410 CAMPO DO TENENTE,-,1,-,1,-,-,-,-,2
410420 CAMPO LARGO,25,107,60,81,25,29,7,8,342
410430 CAMPO MOURAO,25,63,22,53,26,21,4,3,217
410440 CANDIDO DE ABREU,-,-,1,3,2,2,-,-,8
410442 CANDOI,-,4,3,1,1,2,-,1,12
410445 CANTAGALO,2,2,-,1,2,-,-,-,7
410450 CAPANEMA,-,1,-,1,1,-,-,2,5
410460 CAPITAO LEONIDAS MARQUES,-,-,-,2,-,-,-,-,2
410465 CARAMBEI,-,2,-,-,-,-,-,-,2
410470 CARLOPOLIS,-,1,1,2,-,-,-,-,4
410480 CASCAVEL,22,129,85,115,51,42,10,4,458
410490 CASTRO,1,24,8,15,11,17,2,1,79
410510 CENTENARIO DO SUL,1,1,-,1,-,-,-,1,4
410520 CERRO AZUL,1,-,-,-,-,-,-,-,1
410530 CEU AZUL,-,-,-,1,-,-,-,-,1
410540 CHOPINZINHO,-,5,2,4,1,5,-,-,17
410550 CIANORTE,9,42,29,27,13,17,3,-,140
410560 CIDADE GAUCHA,1,-,-,-,1,-,-,-,2
410570 CLEVELANDIA,-,2,-,-,1,1,-,-,4
410580 COLOMBO,2,52,41,53,16,18,2,2,186
410590 COLORADO,1,-,1,7,5,4,1,-,19
410630 CORBELIA,-,-,1,1,-,-,-,-,2
410640 CORNELIO PROCOPIO,24,31,24,38,11,13,5,10,156
410645 CORONEL DOMINGOS SOARES,-,-,1,-,-,-,-,-,1
410650 CORONEL VIVIDA,1,1,2,2,-,2,-,-,8
410660 CRUZEIRO DO OESTE,1,-,1,5,-,-,-,-,7
410680 CRUZ MACHADO,-,-,-,-,2,2,-,-,4
410690 CURITIBA,234,573,311,464,244,220,43,25,2.114
410700 CURIUVA,-,4,2,1,2,1,-,-,10
410710 DIAMANTE DO NORTE,-,-,-,-,-,-,1,-,1
410720 DOIS VIZINHOS,2,6,2,2,1,4,-,1,18
410725 DOURADINA,-,1,-,-,-,-,-,-,1
410750 ENGENHEIRO BELTRAO,2,1,1,1,2,1,-,-,8
410753 ENTRE RIOS DO OESTE,1,-,-,-,1,-,-,-,2
410760 FAXINAL,-,3,1,3,2,-,-,-,9
410765 FAZENDA RIO GRANDE,-,12,4,11,3,4,-,2,36
410775 FIGUEIRA,-,-,-,-,-,-,-,1,1
410800 FLORESTOPOLIS,-,-,1,-,-,-,-,-,1
410820 FORMOSA DO OESTE,-,-,-,1,-,-,-,-,1
410830 FOZ DO IGUACU,20,104,59,94,40,31,14,4,366
410840 FRANCISCO BELTRAO,8,54,16,39,15,21,-,3,156
410850 GENERAL CARNEIRO,-,-,1,2,1,-,-,-,4
410860 GOIOERE,1,7,4,6,4,4,1,5,32
410870 GRANDES RIOS,-,-,2,2,1,-,-,-,5
410880 GUAIRA,1,5,5,4,1,4,-,1,21
410920 GUARACI,-,-,-,1,-,-,-,-,1
410930 GUARANIACU,1,-,-,1,1,4,-,-,7
410940 GUARAPUAVA,36,83,51,92,37,34,7,4,344
410950 GUARAQUECABA,-,-,-,1,-,-,-,-,1
410960 GUARATUBA,2,9,6,9,3,4,2,2,37
410970 IBAITI,1,3,6,3,1,5,-,-,19
410975 IBEMA,1,-,-,-,-,-,-,-,1
410980 IBIPORA,1,3,3,6,4,2,1,-,20
411010 IMBITUVA,-,-,-,1,1,-,-,-,2
411020 INACIO MARTINS,-,-,1,-,-,-,-,-,1
411050 IPIRANGA,-,-,1,1,-,-,-,1,3
411060 IPORA,-,1,-,3,1,-,-,1,6
411070 IRATI,9,40,26,34,22,19,2,1,153
411080 IRETAMA,-,-,1,1,1,-,-,1,4
411095 ITAIPULANDIA,2,1,-,1,1,1,-,-,6
411125 ITAPERUCU,3,1,-,1,2,1,1,1,10
411140 IVAI,-,1,-,2,-,1,-,1,5
411150 IVAIPORA,10,17,10,15,8,4,-,3,67
411160 IVATUBA,-,-,1,-,-,-,-,-,1
411170 JABOTI,-,-,-,1,-,1,-,-,2
411180 JACAREZINHO,6,5,4,7,4,5,-,2,33
411190 JAGUAPITA,1,1,1,-,-,-,-,-,3
411200 JAGUARIAIVA,1,13,4,4,4,3,-,1,30
411210 JANDAIA DO SUL,-,2,1,1,1,2,-,-,7
411220 JANIOPOLIS,-,-,-,-,-,-,-,1,1
411240 JAPURA,-,-,1,1,-,1,-,-,3
411250 JARDIM ALEGRE,-,1,-,-,1,-,-,-,2
411270 JATAIZINHO,-,-,1,-,-,-,-,-,1
411275 JESUITAS,-,-,1,1,-,-,-,-,2
411280 JOAQUIM TAVORA,-,-,-,1,-,1,-,1,3
411310 KALORE,1,-,-,1,-,-,-,-,2
411320 LAPA,-,6,1,6,2,5,-,1,21
411330 LARANJEIRAS DO SUL,6,15,5,13,7,8,1,3,58
411340 LEOPOLIS,-,-,1,-,-,-,-,-,1
411350 LOANDA,2,12,4,5,5,2,-,1,31
411370 LONDRINA,116,179,97,148,64,48,9,42,703
411375 LUNARDELLI,-,-,-,-,-,1,-,-,1
411390 MALLET,-,1,-,-,-,1,1,-,3
411400 MAMBORE,-,-,1,-,1,-,-,-,2
411410 MANDAGUACU,4,-,-,-,-,1,-,-,5
411420 MANDAGUARI,1,2,1,2,1,-,-,-,7
411430 MANDIRITUBA,2,-,3,-,-,-,-,-,5
411440 MANGUEIRINHA,1,3,2,6,1,4,-,-,17
411450 MANOEL RIBAS,2,1,2,1,2,3,-,-,11
411460 MARECHAL CANDIDO RONDON,2,8,7,8,3,6,-,4,38
411480 MARIALVA,-,1,-,-,-,-,-,-,1
411500 MARILENA,-,-,-,2,-,-,-,-,2
411510 MARILUZ,-,1,-,-,-,-,-,-,1
411520 MARINGA,127,143,70,123,52,44,10,7,576
411535 MARIPA,1,-,-,-,1,1,-,-,3
411540 MARMELEIRO,-,1,-,2,-,-,-,-,3
411560 MATELANDIA,-,-,1,3,1,2,-,-,7
411570 MATINHOS,-,9,7,3,5,1,-,3,28
411575 MAUA DA SERRA,-,-,-,-,-,1,-,-,1
411580 MEDIANEIRA,3,10,7,12,7,8,4,2,53
411590 MIRADOR,-,-,-,-,1,-,-,-,1
411605 MISSAL,-,-,1,2,-,1,-,-,4
411610 MOREIRA SALES,-,-,-,-,-,1,-,-,1
411620 MORRETES,-,1,-,-,-,-,-,-,1
411670 NOVA AURORA,-,-,1,2,-,2,-,-,5
411680 NOVA CANTU,-,-,-,1,-,-,-,-,1
411690 NOVA ESPERANCA,2,4,2,1,2,-,-,-,11
411705 NOVA LARANJEIRAS,-,-,-,-,-,-,-,1,1
411710 NOVA LONDRINA,-,1,-,1,-,1,-,-,3
411720 NOVA OLIMPIA,-,-,1,-,-,-,-,-,1
411725 NOVA PRATA DO IGUACU,-,1,-,-,-,1,-,-,2
411727 NOVA TEBAS,-,1,1,1,1,-,-,-,4
411730 ORTIGUEIRA,-,3,1,-,-,1,1,-,6
411745 OURO VERDE DO OESTE,-,-,1,-,-,-,-,-,1
411750 PAICANDU,1,-,1,-,-,-,-,-,2
411760 PALMAS,2,9,12,18,7,2,2,2,54
411770 PALMEIRA,1,-,-,1,-,-,-,-,2
411780 PALMITAL,-,1,-,-,-,-,-,-,1
411790 PALOTINA,-,12,1,6,2,2,1,1,25
411800 PARAISO DO NORTE,1,2,-,-,2,1,-,-,6
411810 PARANACITY,-,1,-,2,-,-,-,-,3
411820 PARANAGUA,5,85,56,66,31,36,10,10,299
411840 PARANAVAI,12,51,24,34,17,12,5,14,169
411850 PATO BRANCO,35,78,27,56,22,16,5,4,243
411870 PAULO FRONTIN,-,-,1,-,1,1,-,-,3
411890 PEROLA,-,1,-,-,-,-,-,-,1
411910 PIEN,1,-,-,-,-,-,-,-,1
411915 PINHAIS,6,27,24,34,17,17,2,9,136
411920 PINHALAO,1,3,-,2,-,-,-,-,6
411930 PINHAO,3,9,4,5,-,8,-,1,30
411940 PIRAI DO SUL,-,-,1,-,1,-,-,-,2
411950 PIRAQUARA,2,2,-,3,-,1,-,-,8
411960 PITANGA,5,7,5,10,4,4,2,-,37
411970 PLANALTINA DO PARANA,-,1,-,-,-,-,-,-,1
411980 PLANALTO,-,1,-,2,-,4,-,-,7
411990 PONTA GROSSA,42,129,78,157,63,63,9,24,565
411995 PONTAL DO PARANA,-,2,2,-,-,-,-,1,5
412000 PORECATU,3,-,-,-,-,-,-,-,3
412035 PRANCHITA,-,-,1,2,2,1,2,-,8
412050 PRIMEIRO DE MAIO,-,-,-,-,2,-,-,-,2
412060 PRUDENTOPOLIS,3,6,8,4,7,3,2,-,33
412070 QUATIGUA,1,-,-,-,-,-,-,-,1
412090 QUEDAS DO IGUACU,-,7,5,2,1,4,1,-,20
412100 QUERENCIA DO NORTE,-,1,2,-,1,2,-,-,6
412120 QUITANDINHA,-,-,-,-,-,-,-,1,1
412140 REALEZA,-,1,-,-,1,2,-,-,4
412150 REBOUCAS,-,-,-,-,1,-,-,-,1
412170 RESERVA,2,2,1,-,-,5,-,-,10
412175 RESERVA DO IGUACU,-,-,-,-,1,-,-,-,1
412180 RIBEIRAO CLARO,1,-,-,2,1,1,-,1,6
412190 RIBEIRAO DO PINHAL,1,2,2,-,1,1,1,1,9
412200 RIO AZUL,1,2,-,1,-,-,-,-,4
412215 RIO BONITO DO IGUACU,-,1,-,-,-,-,-,-,1
412217 RIO BRANCO DO IVAI,-,2,-,-,-,-,-,-,2
412220 RIO BRANCO DO SUL,1,1,1,1,-,-,-,3,7
412230 RIO NEGRO,-,2,1,5,-,-,-,1,9
412240 ROLANDIA,4,5,5,11,7,2,-,5,39
412250 RONCADOR,-,-,-,1,-,-,-,-,1
412265 ROSARIO DO IVAI,-,-,2,1,1,-,-,1,5
412300 SALTO DO LONTRA,-,2,-,-,-,1,-,-,3
412340 SANTA FE,-,1,-,-,-,-,-,-,1
412350 SANTA HELENA,-,3,1,-,-,-,-,-,4
412370 SANTA ISABEL DO IVAI,-,2,1,-,-,1,-,-,4
412380 SANTA IZABEL DO OESTE,-,1,1,-,-,1,-,1,4
412385 SANTA MARIA DO OESTE,3,1,2,6,-,-,1,-,13
412390 SANTA MARIANA,-,-,-,-,1,-,-,-,1
412400 SANTANA DO ITARARE,-,2,-,-,-,-,-,-,2
412410 SANTO ANTONIO DA PLATINA,21,56,25,45,25,18,3,4,197
412440 SANTO ANTONIO DO SUDOESTE,-,1,1,2,2,2,-,-,8
412450 SANTO INACIO,-,-,-,1,-,-,-,-,1
412470 SAO JERONIMO DA SERRA,-,1,-,-,-,-,-,1,2
412480 SAO JOAO,-,-,1,-,-,-,-,-,1
412500 SAO JOAO DO IVAI,-,-,1,-,1,1,-,-,3
412510 SAO JOAO DO TRIUNFO,-,1,-,-,1,1,-,-,3
412520 SAO JORGE D'OESTE,-,-,1,-,-,-,-,-,1
412535 SAO JORGE DO PATROCINIO,-,2,-,-,-,-,-,-,2
412545 SAO JOSE DAS PALMEIRAS,-,-,-,1,-,-,-,-,1
412550 SAO JOSE DOS PINHAIS,13,60,34,69,17,34,3,11,241
412560 SAO MATEUS DO SUL,-,9,6,11,3,2,1,-,32
412570 SAO MIGUEL DO IGUACU,-,-,-,-,-,1,-,-,1
412580 SAO PEDRO DO IVAI,-,1,-,1,-,-,-,-,2
412625 SARANDI,6,15,9,21,12,11,1,-,75
412630 SENGES,-,-,1,-,-,-,-,-,1
412650 SERTANOPOLIS,-,-,1,-,-,-,-,-,1
412660 SIQUEIRA CAMPOS,-,-,1,1,-,1,-,-,3
412665 SULINA,-,1,-,-,-,-,-,-,1
412667 TAMARANA,-,-,-,1,-,-,-,-,1
412710 TELEMACO BORBA,11,35,14,25,23,10,4,1,123
412720 TERRA BOA,2,-,1,1,-,3,1,-,8
412730 TERRA RICA,-,3,3,2,3,1,-,-,12
412740 TERRA ROXA,1,1,-,3,2,2,-,-,9
412750 TIBAGI,-,1,-,-,-,-,-,-,1
412760 TIJUCAS DO SUL,-,1,-,-,-,-,-,1,2
412770 TOLEDO,25,59,33,66,20,29,3,6,241
412780 TOMAZINA,-,1,-,2,-,2,1,1,7
412785 TRES BARRAS DO PARANA,-,-,1,-,-,-,-,-,1
412788 TUNAS DO PARANA,-,1,-,-,-,-,-,-,1
412795 TUPASSI,-,-,-,1,-,-,-,-,1
412796 TURVO,-,-,2,3,-,-,-,-,5
412800 UBIRATA,3,3,3,4,5,8,-,1,27
412810 UMUARAMA,18,71,44,54,25,22,3,2,239
412820 UNIAO DA VITORIA,3,36,14,32,8,10,4,1,108
412840 URAI,1,-,-,-,-,2,-,1,4
412850 WENCESLAU BRAZ,-,2,-,-,2,1,-,-,5
412853 VENTANIA,-,1,-,1,-,-,-,-,2
412855 VERA CRUZ DO OESTE,-,1,2,-,-,-,-,-,3
412880 XAMBRE,-,-,1,-,-,-,-,-,1
420005 ABDON BATISTA,-,-,-,1,-,-,-,-,1
420010 ABELARDO LUZ,4,4,1,4,-,2,-,1,16
420020 AGROLANDIA,-,-,1,-,1,-,-,-,2
420040 AGUA DOCE,-,1,-,-,2,-,-,1,4
420060 AGUAS MORNAS,-,-,-,1,-,-,-,-,1
420070 ALFREDO WAGNER,-,-,-,-,-,1,-,-,1
420080 ANCHIETA,-,-,-,1,-,-,-,-,1
420090 ANGELINA,-,-,1,-,-,-,-,-,1
420100 ANITA GARIBALDI,-,-,-,-,-,1,-,-,1
420130 ARAQUARI,-,-,-,1,-,1,-,-,2
420140 ARARANGUA,2,22,17,34,10,20,6,3,114
420150 ARMAZEM,-,1,-,1,-,-,-,-,2
420195 BALNEARIO ARROIO DO SILVA,-,-,-,-,1,-,-,-,1
420200 BALNEARIO CAMBORIU,39,84,65,82,32,40,6,6,354
420207 BALNEARIO GAIVOTA,-,-,-,1,-,-,-,-,1
420210 BARRA VELHA,-,-,1,-,-,-,-,-,1
420230 BIGUACU,1,2,2,2,1,8,1,3,20
420240 BLUMENAU,23,86,50,79,38,42,10,8,336
420245 BOMBINHAS,-,1,1,-,-,-,-,-,2
420260 BOM RETIRO,-,-,-,1,1,-,-,-,2
420280 BRACO DO NORTE,4,5,6,11,4,5,-,5,40
420290 BRUSQUE,31,43,13,36,16,14,10,1,164
420300 CACADOR,9,21,11,39,14,12,2,3,111
420310 CAIBI,1,-,-,1,-,1,-,-,3
420320 CAMBORIU,1,3,1,1,-,1,1,-,8
420350 CAMPO ERE,2,2,3,6,1,1,-,1,16
420360 CAMPOS NOVOS,2,10,12,13,8,2,3,6,56
420380 CANOINHAS,2,22,11,19,6,11,3,5,79
420390 CAPINZAL,-,6,3,4,2,2,2,-,19
420400 CATANDUVAS,-,-,1,-,-,-,-,-,1
420417 CERRO NEGRO,-,-,-,-,1,-,-,-,1
420420 CHAPECO,55,123,51,83,29,22,4,26,393
420430 CONCORDIA,12,28,26,26,12,9,3,15,131
420440 CORONEL FREITAS,-,1,-,-,-,-,-,-,1
420455 CORREIA PINTO,-,1,-,-,-,-,-,-,1
420460 CRICIUMA,57,78,40,83,24,20,6,-,308
420470 CUNHA PORA,-,1,1,2,-,2,2,-,8
420480 CURITIBANOS,22,33,16,30,9,15,1,4,130
420490 DESCANSO,-,-,-,1,1,-,-,-,2
420500 DIONISIO CERQUEIRA,-,7,4,3,4,1,3,1,23
420510 DONA EMMA,1,-,-,-,-,-,-,-,1
420530 FAXINAL DOS GUEDES,1,-,-,1,1,1,-,-,4
420540 FLORIANOPOLIS,105,176,98,143,59,80,14,52,727
420550 FRAIBURGO,4,11,6,11,3,3,1,1,40
420570 GAROPABA,-,1,-,-,-,-,-,-,1
420590 GASPAR,4,14,7,17,9,8,2,3,64
420640 GUARACIABA,1,-,-,-,1,2,-,-,4
420650 GUARAMIRIM,-,-,1,2,1,2,-,-,6
420660 GUARUJA DO SUL,-,1,-,-,-,-,-,-,1
420690 IBIRAMA,4,9,11,11,7,9,1,1,53
420700 ICARA,9,9,10,14,4,6,2,1,55
420710 ILHOTA,-,-,-,1,-,-,-,-,1
420730 IMBITUBA,1,8,9,4,6,2,-,5,35
420750 INDAIAL,11,10,6,5,5,10,-,6,53
420765 IPORA DO OESTE,-,1,1,-,-,-,-,-,2
420768 IPUACU,-,1,-,-,-,-,-,-,1
420780 IRANI,-,1,-,1,-,-,-,-,2
420790 IRINEOPOLIS,1,-,-,-,-,-,-,1,2
420810 ITAIOPOLIS,-,-,2,-,-,-,-,-,2
420820 ITAJAI,44,71,45,78,25,37,9,25,334
420830 ITAPEMA,1,1,-,2,-,-,-,-,4
420840 ITAPIRANGA,-,1,1,2,2,1,-,2,9
420850 ITUPORANGA,3,9,4,11,6,5,1,-,39
420870 JACINTO MACHADO,-,-,1,-,-,1,-,-,2
420890 JARAGUA DO SUL,38,48,33,34,20,22,6,6,207
420900 JOACABA,-,27,11,28,13,10,3,6,98
420910 JOINVILLE,101,152,88,161,58,58,9,7,634
420930 LAGES,2,88,52,96,33,36,7,3,317
420940 LAGUNA,-,5,-,2,1,-,-,1,9
420960 LAURO MULLER,1,-,1,-,1,-,-,1,4
420970 LEBON REGIS,-,1,-,-,1,-,-,-,2
420985 LINDOIA DO SUL,-,-,-,-,-,1,-,-,1
421000 LUIZ ALVES,-,-,-,-,-,1,-,-,1
421005 MACIEIRA,-,1,1,-,-,-,-,-,2
421010 MAFRA,24,44,22,27,13,19,2,4,155
421020 MAJOR GERCINO,-,-,-,1,-,-,-,-,1
421050 MARAVILHA,1,8,5,12,3,3,-,1,33
421060 MASSARANDUBA,-,-,-,-,1,-,-,-,1
421080 MELEIRO,-,2,2,5,-,1,-,1,11
421100 MONDAI,-,-,-,-,-,1,-,1,2
421120 MORRO DA FUMACA,-,-,-,1,-,-,-,1,2
421130 NAVEGANTES,1,15,8,16,13,7,5,2,67
421140 NOVA ERECHIM,-,1,-,-,-,-,-,-,1
421150 NOVA TRENTO,1,-,-,1,1,1,-,-,4
421160 NOVA VENEZA,-,-,1,-,1,-,-,-,2
421170 ORLEANS,1,2,2,6,2,2,-,-,15
421175 OTACILIO COSTA,-,1,1,-,-,2,-,-,4
421190 PALHOCA,-,4,-,1,2,-,-,-,7
421200 PALMA SOLA,-,1,4,3,3,1,-,-,12
421210 PALMITOS,-,3,1,-,3,-,1,-,8
421220 PAPANDUVA,2,3,-,1,1,1,-,1,9
421250 PENHA,-,1,-,1,-,-,-,1,3
421270 PETROLANDIA,-,-,-,1,-,-,-,-,1
421280 BALNEARIO PICARRAS,1,1,-,-,-,-,-,-,2
421290 PINHALZINHO,1,2,2,3,1,-,-,-,9
421320 POMERODE,3,11,3,7,5,5,-,1,35
421340 PONTE SERRADA,1,-,-,-,-,-,-,-,1
421350 PORTO BELO,-,1,1,-,-,-,-,-,2
421360 PORTO UNIAO,5,4,10,11,2,3,1,-,36
421370 POUSO REDONDO,-,-,-,1,-,-,-,-,1
421400 PRESIDENTE GETULIO,-,-,-,-,1,-,-,-,1
421415 PRINCESA,-,-,1,-,-,-,-,-,1
421420 QUILOMBO,-,2,4,3,-,1,-,3,13
421440 RIO DAS ANTAS,-,-,-,1,1,-,-,-,2
421450 RIO DO CAMPO,-,1,-,-,1,2,1,-,5
421460 RIO DO OESTE,-,1,-,-,-,-,-,-,1
421470 RIO DOS CEDROS,1,3,2,3,1,-,-,2,12
421480 RIO DO SUL,15,55,24,52,19,27,2,4,198
421490 RIO FORTUNA,-,-,-,-,1,1,-,-,2
421500 RIO NEGRINHO,2,14,1,10,2,9,2,-,40
421505 RIO RUFINO,-,1,-,-,-,-,-,-,1
421530 SALETE,-,-,-,-,-,1,2,1,4
421550 SANTA CECILIA,1,1,3,9,2,4,1,2,23
421567 SANTA TEREZINHA,1,-,-,-,-,-,-,-,1
421570 SANTO AMARO DA IMPERATRIZ,-,-,1,-,-,-,-,-,1
421575 SAO BERNARDINO,1,-,-,-,-,-,-,-,1
421580 SAO BENTO DO SUL,5,16,15,25,11,12,1,1,86
421600 SAO CARLOS,1,-,1,3,1,-,-,-,6
421605 SAO CRISTOVAO DO SUL,-,-,-,1,-,-,-,-,1
421610 SAO DOMINGOS,1,-,-,-,-,-,-,-,1
421620 SAO FRANCISCO DO SUL,4,3,6,10,4,6,-,-,33
421630 SAO JOAO BATISTA,1,2,-,3,4,1,1,3,15
421650 SAO JOAQUIM,2,1,-,2,1,1,-,5,12
421660 SAO JOSE,11,82,47,83,30,28,5,27,313
421670 SAO JOSE DO CEDRO,-,1,1,1,-,-,-,-,3
421680 SAO JOSE DO CERRITO,-,-,-,-,1,-,-,-,1
421690 SAO LOURENCO DO OESTE,4,-,2,4,1,2,-,-,13
421700 SAO LUDGERO,-,-,-,-,1,-,-,-,1
421720 SAO MIGUEL DO OESTE,5,20,11,37,10,9,5,4,101
421730 SAUDADES,-,-,-,1,-,-,-,-,1
421750 SEARA,3,3,1,6,3,4,1,1,22
421770 SOMBRIO,-,2,-,-,-,-,-,-,2
421780 TAIO,2,-,2,1,4,2,1,1,13
421790 TANGARA,-,3,1,1,2,-,-,1,8
421800 TIJUCAS,1,4,2,1,3,1,-,2,14
421820 TIMBO,-,8,5,14,3,7,-,1,38
421825 TIMBO GRANDE,-,-,-,-,1,-,-,-,1
421830 TRES BARRAS,1,2,2,9,3,1,-,2,20
421850 TREZE TILIAS,-,-,-,-,-,-,1,-,1
421860 TROMBUDO CENTRAL,-,1,-,-,-,-,-,-,1
421870 TUBARAO,31,48,27,55,16,16,4,12,209
421880 TURVO,-,1,-,5,1,-,-,2,9
421885 UNIAO DO OESTE,-,-,-,-,-,1,-,-,1
421890 URUBICI,-,-,-,1,-,1,1,-,3
421900 URUSSANGA,-,-,1,3,1,-,-,-,5
421910 VARGEAO,-,-,-,-,-,1,-,-,1
421920 VIDAL RAMOS,-,1,-,-,-,-,-,-,1
421930 VIDEIRA,5,19,10,9,4,3,-,4,54
421935 VITOR MEIRELES,-,-,-,1,-,-,-,-,1
421950 XANXERE,38,44,18,44,23,10,2,3,182
421970 XAXIM,2,5,1,3,3,-,1,2,17
430003 ACEGUA,-,1,-,-,-,-,-,-,1
430010 AGUDO,1,1,-,-,-,-,-,-,2
430020 AJURICABA,-,1,-,-,-,-,-,-,1
430040 ALEGRETE,1,17,13,25,5,6,-,1,68
430045 ALEGRIA,-,-,1,-,-,-,-,-,1
430050 ALPESTRE,-,1,-,1,-,-,-,-,2
430060 ALVORADA,1,43,32,44,19,16,-,1,156
430063 AMARAL FERRADOR,-,1,-,-,-,-,-,1,2
430070 ANTA GORDA,-,1,-,-,-,-,-,1,2
430080 ANTONIO PRADO,1,2,1,3,1,3,-,3,14
430090 ARATIBA,-,-,-,1,-,-,-,-,1
430100 ARROIO DO MEIO,-,4,-,2,2,1,1,1,11
430110 ARROIO DOS RATOS,-,-,-,-,-,-,-,1,1
430120 ARROIO DO TIGRE,-,4,1,2,1,-,1,-,9
430130 ARROIO GRANDE,-,-,-,-,-,1,-,-,1
430140 ARVOREZINHA,1,-,-,-,-,1,-,-,2
430155 AUREA,-,-,-,1,-,-,-,-,1
430160 BAGE,2,53,38,34,18,12,4,5,166
430163 BALNEARIO PINHAL,-,1,-,-,-,-,-,-,1
430190 BARRA DO RIBEIRO,-,-,-,1,-,-,-,1,2
430200 BARROS CASSAL,-,-,1,-,-,-,-,1,2
430210 BENTO GONCALVES,31,37,20,23,6,6,-,1,124
430215 BOA VISTA DAS MISSOES,-,-,-,-,-,-,-,1,1
430230 BOM JESUS,-,2,-,-,1,-,-,2,5
430235 BOM PRINCIPIO,-,-,1,2,-,-,-,-,3
430240 BOM RETIRO DO SUL,-,1,-,3,1,3,-,-,8
430245 BOQUEIRAO DO LEAO,-,2,2,2,-,1,1,1,9
430250 BOSSOROCA,-,-,1,-,-,-,-,-,1
430280 CACAPAVA DO SUL,1,12,8,16,3,4,2,-,46
430290 CACEQUI,-,1,-,-,-,-,-,-,1
430300 CACHOEIRA DO SUL,2,12,16,27,13,12,3,1,86
430310 CACHOEIRINHA,1,23,19,27,15,18,1,1,105
430320 CACIQUE DOBLE,-,1,-,-,-,-,-,-,1
430330 CAIBATE,-,-,-,1,-,-,-,1,2
430340 CAICARA,-,-,-,-,-,-,-,1,1
430350 CAMAQUA,1,26,14,19,10,11,-,-,81
430370 CAMPINA DAS MISSOES,-,-,-,-,1,-,-,-,1
430380 CAMPINAS DO SUL,-,1,-,-,-,-,-,-,1
